problem,solution,probes,positives,negatives,item_space,answer_raw,features,depth,base_rate,neg_types,edit_distance_stats,neg_provenance
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. myamu
  2. gagba
  3. upqtu
  4. yciri
  5. xofmu
  6. dermi

Group B (negative examples):
  1. xofmm
  2. ycirw
  3. gagab
  4. myamg
  5. upqut
  6. dermm",the string ends with a vowel,"[{""item"": ""gxrbe"", ""label"": ""A""}, {""item"": ""zynod"", ""label"": ""B""}, {""item"": ""myicz"", ""label"": ""B""}, {""item"": ""pcnhn"", ""label"": ""B""}, {""item"": ""wlszg"", ""label"": ""B""}, {""item"": ""mwpji"", ""label"": ""A""}, {""item"": ""lbrki"", ""label"": ""A""}, {""item"": ""ydste"", ""label"": ""A""}, {""item"": ""icclq"", ""label"": ""B""}, {""item"": ""zxesu"", ""label"": ""A""}]","[""myamu"", ""gagba"", ""upqtu"", ""yciri"", ""xofmu"", ""dermi""]","[""xofmm"", ""ycirw"", ""gagab"", ""myamg"", ""upqut"", ""dermm""]",lower_alpha_L5,ends with vowel,"[""ends_with_vowel""]",0,0.18,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""upqut"", ""src"": ""upqtu"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""xofmm"", ""src"": ""xofmu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""myamg"", ""src"": ""myamu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gagab"", ""src"": ""gagba"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""ycirw"", ""src"": ""yciri"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""dermm"", ""src"": ""dermi"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 177
  2. 933
  3. 533
  4. 591
  5. 733
  6. 919

Group B (negative examples):
  1. 982
  2. 905
  3. 196
  4. 087
  5. 949
  6. 883",all digits are odd,"[{""item"": ""344"", ""label"": ""B""}, {""item"": ""488"", ""label"": ""B""}, {""item"": ""315"", ""label"": ""A""}, {""item"": ""717"", ""label"": ""A""}, {""item"": ""855"", ""label"": ""B""}, {""item"": ""337"", ""label"": ""A""}, {""item"": ""715"", ""label"": ""A""}, {""item"": ""781"", ""label"": ""B""}, {""item"": ""513"", ""label"": ""A""}, {""item"": ""514"", ""label"": ""B""}]","[""177"", ""933"", ""533"", ""591"", ""733"", ""919""]","[""982"", ""905"", ""196"", ""087"", ""949"", ""883""]",lower_digit_L3,all digits odd,"[""all_digits_odd""]",0,0.13,"{""close_targeted"": 0, ""close_simple"": 0, ""random"": 6}",{},"[{""neg"": ""949"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""982"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""196"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""883"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""087"", ""src"": null, ""method"": ""random"", ""ed"": null}, {""neg"": ""905"", ""src"": null, ""method"": ""random"", ""ed"": null}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. zqnih
  2. wuuhe
  3. tsjfa
  4. snmia
  5. mkfeb
  6. vuqog

Group B (negative examples):
  1. mkyeb
  2. zqnix
  3. uwuhe
  4. snima
  5. vuqgo
  6. stjfa",the letters are in reverse alphabetical order,"[{""item"": ""vomia"", ""label"": ""A""}, {""item"": ""cosrc"", ""label"": ""B""}, {""item"": ""qpgca"", ""label"": ""A""}, {""item"": ""vxwtj"", ""label"": ""B""}, {""item"": ""koqtb"", ""label"": ""B""}, {""item"": ""pfaaa"", ""label"": ""A""}, {""item"": ""tpkjh"", ""label"": ""A""}, {""item"": ""ywpma"", ""label"": ""A""}, {""item"": ""ulekz"", ""label"": ""B""}, {""item"": ""kwzen"", ""label"": ""B""}]","[""zqnih"", ""wuuhe"", ""tsjfa"", ""snmia"", ""mkfeb"", ""vuqog""]","[""mkyeb"", ""zqnix"", ""uwuhe"", ""snima"", ""vuqgo"", ""stjfa""]",lower_alpha_L5,letters sorted descending,"[""letters_sorted_descending""]",0,0.01,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.67}","[{""neg"": ""mkyeb"", ""src"": ""mkfeb"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""vuqgo"", ""src"": ""vuqog"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""zqnix"", ""src"": ""zqnih"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""stjfa"", ""src"": ""tsjfa"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""snima"", ""src"": ""snmia"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""uwuhe"", ""src"": ""wuuhe"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. mhwei
  2. adguq
  3. ueulh
  4. nopii
  5. ibsow
  6. tkueu

Group B (negative examples):
  1. mhwbi
  2. ueulu
  3. noeii
  4. ibspw
  5. adghq
  6. ekueu",the number of vowels is prime,"[{""item"": ""akanh"", ""label"": ""A""}, {""item"": ""hbalu"", ""label"": ""A""}, {""item"": ""bjeih"", ""label"": ""A""}, {""item"": ""pcctz"", ""label"": ""B""}, {""item"": ""hnkyh"", ""label"": ""B""}, {""item"": ""cvqfr"", ""label"": ""B""}, {""item"": ""oebfi"", ""label"": ""A""}, {""item"": ""dohxg"", ""label"": ""B""}, {""item"": ""bazum"", ""label"": ""A""}, {""item"": ""lpxve"", ""label"": ""B""}]","[""mhwei"", ""adguq"", ""ueulh"", ""nopii"", ""ibsow"", ""tkueu""]","[""mhwbi"", ""ueulu"", ""noeii"", ""ibspw"", ""adghq"", ""ekueu""]",lower_alpha_L5,count vowels is prime,"[""count_vowels""]",0,0.25,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""noeii"", ""src"": ""nopii"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ibspw"", ""src"": ""ibsow"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ueulu"", ""src"": ""ueulh"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""mhwbi"", ""src"": ""mhwei"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ekueu"", ""src"": ""tkueu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""adghq"", ""src"": ""adguq"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 3277
  2. 8258
  3. 9276
  4. 4224
  5. 9582
  6. 8782

Group B (negative examples):
  1. 9580
  2. 9206
  3. 3377
  4. 8658
  5. 8785
  6. 0224",the smallest digit is exactly 2,"[{""item"": ""1913"", ""label"": ""B""}, {""item"": ""5586"", ""label"": ""B""}, {""item"": ""2592"", ""label"": ""A""}, {""item"": ""1609"", ""label"": ""B""}, {""item"": ""9287"", ""label"": ""A""}, {""item"": ""5224"", ""label"": ""A""}, {""item"": ""7610"", ""label"": ""B""}, {""item"": ""1852"", ""label"": ""B""}, {""item"": ""2373"", ""label"": ""A""}, {""item"": ""8532"", ""label"": ""A""}]","[""3277"", ""8258"", ""9276"", ""4224"", ""9582"", ""8782""]","[""9580"", ""9206"", ""3377"", ""8658"", ""8785"", ""0224""]",lower_digit_L4,min digit equals 2,"[""min_digit""]",0,0.18,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""3377"", ""src"": ""3277"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8785"", ""src"": ""8782"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8658"", ""src"": ""8258"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9580"", ""src"": ""9582"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9206"", ""src"": ""9276"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""0224"", ""src"": ""4224"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 38
  2. 98
  3. 25
  4. 69
  5. 76
  6. 72

Group B (negative examples):
  1. 26
  2. 28
  3. 88
  4. 77
  5. 42
  6. 79",the digits have opposite parity,"[{""item"": ""71"", ""label"": ""B""}, {""item"": ""11"", ""label"": ""B""}, {""item"": ""05"", ""label"": ""A""}, {""item"": ""19"", ""label"": ""B""}, {""item"": ""59"", ""label"": ""B""}, {""item"": ""50"", ""label"": ""A""}, {""item"": ""06"", ""label"": ""B""}, {""item"": ""43"", ""label"": ""A""}, {""item"": ""10"", ""label"": ""A""}, {""item"": ""27"", ""label"": ""A""}]","[""38"", ""98"", ""25"", ""69"", ""76"", ""72""]","[""26"", ""28"", ""88"", ""77"", ""42"", ""79""]",lower_digit_L2,opposite parity digits,"[""opposite_parity_digits""]",0,0.50,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""88"", ""src"": ""98"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""42"", ""src"": ""72"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""77"", ""src"": ""76"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""26"", ""src"": ""25"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""79"", ""src"": ""69"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""28"", ""src"": ""38"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 752
  2. 967
  3. 768
  4. 576
  5. 497
  6. 903

Group B (negative examples):
  1. 168
  2. 923
  3. 963
  4. 546
  5. 552
  6. 496",the product of the digits is a multiple of 7,"[{""item"": ""143"", ""label"": ""B""}, {""item"": ""822"", ""label"": ""B""}, {""item"": ""426"", ""label"": ""B""}, {""item"": ""350"", ""label"": ""A""}, {""item"": ""828"", ""label"": ""B""}, {""item"": ""891"", ""label"": ""B""}, {""item"": ""972"", ""label"": ""A""}, {""item"": ""690"", ""label"": ""A""}, {""item"": ""757"", ""label"": ""A""}, {""item"": ""007"", ""label"": ""A""}]","[""752"", ""967"", ""768"", ""576"", ""497"", ""903""]","[""168"", ""923"", ""963"", ""546"", ""552"", ""496""]",lower_digit_L3,digit product divisible by 7,"[""digit_product""]",0,0.49,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""963"", ""src"": ""967"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""496"", ""src"": ""497"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""546"", ""src"": ""576"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""923"", ""src"": ""903"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""552"", ""src"": ""752"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""168"", ""src"": ""768"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 47
  2. 61
  3. 91
  4. 55
  5. 62
  6. 94

Group B (negative examples):
  1. 74
  2. 66
  3. 50
  4. 67
  5. 34
  6. 21",the number of 1s in binary is exactly 5,"[{""item"": ""59"", ""label"": ""A""}, {""item"": ""31"", ""label"": ""A""}, {""item"": ""87"", ""label"": ""A""}, {""item"": ""33"", ""label"": ""B""}, {""item"": ""98"", ""label"": ""B""}, {""item"": ""86"", ""label"": ""B""}, {""item"": ""93"", ""label"": ""A""}, {""item"": ""18"", ""label"": ""B""}, {""item"": ""79"", ""label"": ""A""}, {""item"": ""92"", ""label"": ""B""}]","[""47"", ""61"", ""91"", ""55"", ""62"", ""94""]","[""74"", ""66"", ""50"", ""67"", ""34"", ""21""]",lower_digit_L2,binary digit count equals 5,"[""binary_digit_count""]",0,0.11,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.17}","[{""neg"": ""67"", ""src"": ""62"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""21"", ""src"": ""91"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""66"", ""src"": ""61"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""34"", ""src"": ""94"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""50"", ""src"": ""55"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""74"", ""src"": ""47"", ""method"": ""close_simple"", ""ed"": 2}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 7459
  2. 6738
  3. 5110
  4. 0501
  5. 1662
  6. 2276

Group B (negative examples):
  1. 7159
  2. 6138
  3. 0591
  4. 2286
  5. 1862
  6. 5113",the range between largest and smallest digits is exactly 5,"[{""item"": ""6809"", ""label"": ""B""}, {""item"": ""1351"", ""label"": ""B""}, {""item"": ""3630"", ""label"": ""B""}, {""item"": ""0522"", ""label"": ""A""}, {""item"": ""5180"", ""label"": ""B""}, {""item"": ""5894"", ""label"": ""A""}, {""item"": ""3503"", ""label"": ""A""}, {""item"": ""8880"", ""label"": ""B""}, {""item"": ""9749"", ""label"": ""A""}, {""item"": ""4742"", ""label"": ""A""}]","[""7459"", ""6738"", ""5110"", ""0501"", ""1662"", ""2276""]","[""7159"", ""6138"", ""0591"", ""2286"", ""1862"", ""5113""]",lower_digit_L4,digit range equals 5,"[""digit_range""]",0,0.16,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""7159"", ""src"": ""7459"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""1862"", ""src"": ""1662"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6138"", ""src"": ""6738"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2286"", ""src"": ""2276"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5113"", ""src"": ""5110"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""0591"", ""src"": ""0501"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 869
  2. 779
  3. 973
  4. 498
  5. 776
  6. 393

Group B (negative examples):
  1. 669
  2. 593
  3. 789
  4. 773
  5. 198
  6. 923",the Roman numeral length is exactly 8,"[{""item"": ""968"", ""label"": ""A""}, {""item"": ""379"", ""label"": ""A""}, {""item"": ""459"", ""label"": ""B""}, {""item"": ""419"", ""label"": ""B""}, {""item"": ""684"", ""label"": ""A""}, {""item"": ""813"", ""label"": ""A""}, {""item"": ""817"", ""label"": ""A""}, {""item"": ""918"", ""label"": ""B""}, {""item"": ""253"", ""label"": ""B""}, {""item"": ""958"", ""label"": ""B""}]","[""869"", ""779"", ""973"", ""498"", ""776"", ""393""]","[""669"", ""593"", ""789"", ""773"", ""198"", ""923""]",lower_digit_L3,roman numeral length equals 8,"[""roman_numeral_length""]",0,0.12,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""923"", ""src"": ""973"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""198"", ""src"": ""498"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""593"", ""src"": ""393"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""773"", ""src"": ""776"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""669"", ""src"": ""869"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""789"", ""src"": ""779"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 67
  2. 35
  3. 07
  4. 97
  5. 11
  6. 73

Group B (negative examples):
  1. 17
  2. 23
  3. 47
  4. 79
  5. 53
  6. 77",the number of 1s in binary is exactly 3,"[{""item"": ""25"", ""label"": ""A""}, {""item"": ""30"", ""label"": ""B""}, {""item"": ""04"", ""label"": ""B""}, {""item"": ""19"", ""label"": ""A""}, {""item"": ""98"", ""label"": ""A""}, {""item"": ""38"", ""label"": ""A""}, {""item"": ""85"", ""label"": ""B""}, {""item"": ""42"", ""label"": ""A""}, {""item"": ""09"", ""label"": ""B""}, {""item"": ""71"", ""label"": ""B""}]","[""67"", ""35"", ""07"", ""97"", ""11"", ""73""]","[""17"", ""23"", ""47"", ""79"", ""53"", ""77""]",lower_digit_L2,binary digit count equals 3,"[""binary_digit_count""]",0,0.30,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""77"", ""src"": ""07"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""47"", ""src"": ""67"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""53"", ""src"": ""35"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""79"", ""src"": ""97"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""17"", ""src"": ""11"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""23"", ""src"": ""73"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. gsqibq
  2. kbu
  3. mdp
  4. qvq
  5. kzwtvz
  6. yyzcrav

Group B (negative examples):
  1. bqvq
  2. yzycrav
  3. hkbu
  4. gqibq
  5. kztvz
  6. umdp",the number of character runs is a multiple of 3,"[{""item"": ""fqaxr"", ""label"": ""B""}, {""item"": ""cyp"", ""label"": ""A""}, {""item"": ""lul"", ""label"": ""A""}, {""item"": ""yfnwp"", ""label"": ""B""}, {""item"": ""kknnp"", ""label"": ""A""}, {""item"": ""hdg"", ""label"": ""A""}, {""item"": ""eyleh"", ""label"": ""B""}, {""item"": ""dwnsqil"", ""label"": ""B""}, {""item"": ""uqrgdn"", ""label"": ""A""}, {""item"": ""xtxck"", ""label"": ""B""}]","[""gsqibq"", ""kbu"", ""mdp"", ""qvq"", ""kzwtvz"", ""yyzcrav""]","[""bqvq"", ""yzycrav"", ""hkbu"", ""gqibq"", ""kztvz"", ""umdp""]",lower_alpha_L3-7,num runs divisible by 3,"[""num_runs""]",0,0.40,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.17}","[{""neg"": ""bqvq"", ""src"": ""qvq"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""gqibq"", ""src"": ""gsqibq"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""umdp"", ""src"": ""mdp"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""yzycrav"", ""src"": ""yyzcrav"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""hkbu"", ""src"": ""kbu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""kztvz"", ""src"": ""kzwtvz"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 95
  2. 71
  3. 98
  4. 99
  5. 86
  6. 67

Group B (negative examples):
  1. 59
  2. 17
  3. 63
  4. 06
  5. 19
  6. 38",the length in binary is exactly 7,"[{""item"": ""64"", ""label"": ""A""}, {""item"": ""28"", ""label"": ""B""}, {""item"": ""73"", ""label"": ""A""}, {""item"": ""20"", ""label"": ""B""}, {""item"": ""90"", ""label"": ""A""}, {""item"": ""79"", ""label"": ""A""}, {""item"": ""92"", ""label"": ""A""}, {""item"": ""05"", ""label"": ""B""}, {""item"": ""31"", ""label"": ""B""}, {""item"": ""41"", ""label"": ""B""}]","[""95"", ""71"", ""98"", ""99"", ""86"", ""67""]","[""59"", ""17"", ""63"", ""06"", ""19"", ""38""]",lower_digit_L2,binary length equals 7,"[""binary_length""]",0,0.38,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 2, ""mean"": 1.33}","[{""neg"": ""59"", ""src"": ""95"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""38"", ""src"": ""98"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""17"", ""src"": ""71"", ""method"": ""close_simple"", ""ed"": 2}, {""neg"": ""63"", ""src"": ""67"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""19"", ""src"": ""99"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""06"", ""src"": ""86"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 6933
  2. 7709
  3. 9347
  4. 7525
  5. 8577
  6. 2337

Group B (negative examples):
  1. 2709
  2. 7575
  3. 2437
  4. 9346
  5. 5577
  6. 6833",the number of odd digits is exactly 3,"[{""item"": ""1749"", ""label"": ""A""}, {""item"": ""5053"", ""label"": ""A""}, {""item"": ""5945"", ""label"": ""A""}, {""item"": ""7583"", ""label"": ""A""}, {""item"": ""2705"", ""label"": ""B""}, {""item"": ""5305"", ""label"": ""A""}, {""item"": ""1420"", ""label"": ""B""}, {""item"": ""1931"", ""label"": ""B""}, {""item"": ""0261"", ""label"": ""B""}, {""item"": ""3842"", ""label"": ""B""}]","[""6933"", ""7709"", ""9347"", ""7525"", ""8577"", ""2337""]","[""2709"", ""7575"", ""2437"", ""9346"", ""5577"", ""6833""]",lower_digit_L4,num odd digits equals 3,"[""num_odd_digits""]",0,0.27,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""6833"", ""src"": ""6933"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""7575"", ""src"": ""7525"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2437"", ""src"": ""2337"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""2709"", ""src"": ""7709"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""9346"", ""src"": ""9347"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""5577"", ""src"": ""8577"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. 9832
  2. 6316
  3. 6679
  4. 8750
  5. 3290
  6. 3146

Group B (negative examples):
  1. 9842
  2. 0290
  3. 6179
  4. 8850
  5. 6146
  6. 6326",the number of odd digits is exactly 2,"[{""item"": ""8010"", ""label"": ""B""}, {""item"": ""0342"", ""label"": ""B""}, {""item"": ""4410"", ""label"": ""B""}, {""item"": ""2588"", ""label"": ""B""}, {""item"": ""4743"", ""label"": ""A""}, {""item"": ""9545"", ""label"": ""B""}, {""item"": ""0338"", ""label"": ""A""}, {""item"": ""7056"", ""label"": ""A""}, {""item"": ""4253"", ""label"": ""A""}, {""item"": ""4899"", ""label"": ""A""}]","[""9832"", ""6316"", ""6679"", ""8750"", ""3290"", ""3146""]","[""9842"", ""0290"", ""6179"", ""8850"", ""6146"", ""6326""]",lower_digit_L4,num odd digits equals 2,"[""num_odd_digits""]",0,0.35,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""9842"", ""src"": ""9832"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6146"", ""src"": ""3146"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""8850"", ""src"": ""8750"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6326"", ""src"": ""6316"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""0290"", ""src"": ""3290"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""6179"", ""src"": ""6679"", ""method"": ""close_simple"", ""ed"": 1}]"
"Here is a Bongard problem. Items in Group A all share a property
that items in Group B do not have. What is the rule?

Group A (positive examples):
  1. ofcqhu
  2. ukuphu
  3. zthxkm
  4. fdilcd
  5. dblljyd
  6. jribyn

Group B (negative examples):
  1. dbpljyd
  2. ofcqheu
  3. fdihlcd
  4. wjribyn
  5. ufkuphu
  6. zthxk",the number of character runs is exactly 6,"[{""item"": ""rdeazx"", ""label"": ""A""}, {""item"": ""ikpuex"", ""label"": ""A""}, {""item"": ""yaa"", ""label"": ""B""}, {""item"": ""lharuqv"", ""label"": ""B""}, {""item"": ""mbrlji"", ""label"": ""A""}, {""item"": ""svx"", ""label"": ""B""}, {""item"": ""suuop"", ""label"": ""B""}, {""item"": ""ghrghv"", ""label"": ""A""}, {""item"": ""wizem"", ""label"": ""B""}, {""item"": ""wffecxr"", ""label"": ""A""}]","[""ofcqhu"", ""ukuphu"", ""zthxkm"", ""fdilcd"", ""dblljyd"", ""jribyn""]","[""dbpljyd"", ""ofcqheu"", ""fdihlcd"", ""wjribyn"", ""ufkuphu"", ""zthxk""]",lower_alpha_L3-7,num runs equals 6,"[""num_runs""]",0,0.19,"{""close_targeted"": 0, ""close_simple"": 6, ""random"": 0}","{""min"": 1, ""max"": 1, ""mean"": 1.0}","[{""neg"": ""ofcqheu"", ""src"": ""ofcqhu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""dbpljyd"", ""src"": ""dblljyd"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""fdihlcd"", ""src"": ""fdilcd"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""ufkuphu"", ""src"": ""ukuphu"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""zthxk"", ""src"": ""zthxkm"", ""method"": ""close_simple"", ""ed"": 1}, {""neg"": ""wjribyn"", ""src"": ""jribyn"", ""method"": ""close_simple"", ""ed"": 1}]"
